10001082,285259775,1,97lk14c,4076,2014-12-08 18
10001082,4368907,1,,5503,2014-12-12 12
10001082,4368907,1,,5503,2014-12-12 12
10001082,53616768,1,,9762,2014-12-02 15
10001082,151466952,1,,5232,2014-12-12 11
10001082,53616768,4,,9762,2014-12-02 15
10001082,290088061,1,,5503,2014-12-12 12
10001082,298397524,1,,10894,2014-12-12 12
10001082,32104252,1,,6513,2014-12-12 12
10001082,323339743,1,,10894,2014-12-12 12
10001082,396795886,1,,2825,2014-12-12 12
10001082,9947871,1,,2825,2014-11-28 20
10001082,150720867,1,95qoghe,3200,2014-12-15 08
10001082,275221686,1,,10576,2014-12-03 01
10001082,97441652,1,,10576,2014-11-20 21
10001082,275221686,1,,10576,2014-12-13 14
10001082,275221686,1,,10576,2014-12-08 07
10001082,220586551,1,,7079,2014-12-14 03
10001082,296378545,1,,6669,2014-12-02 12
10001082,266563343,1,95qobus,5232,2014-12-12 11
10001082,151466952,1,,5232,2014-12-12 11
10001082,209290607,1,,5894,2014-12-14 16
10001082,296378545,1,,6669,2014-12-02 12
10001082,22667958,1,95qogn4,10523,2014-12-15 08
10001082,125083630,1,,4722,2014-12-14 03
10001082,236453039,1,,10576,2014-12-08 07
10001082,282931871,1,,6000,2014-12-10 13
10001082,266188611,1,,10223,2014-11-20 19
10001082,302705570,1,,10894,2014-12-12 12
10001082,45258196,1,,5894,2014-12-12 12
10001082,326973863,1,,10576,2014-12-02 22
10001082,133020432,1,95qog2a,3200,2014-12-15 08
10001082,82238041,1,,2825,2014-12-12 12
10001082,275221686,1,,10576,2014-12-08 07
10001082,275221686,1,,10576,2014-12-08 00
10001082,275221686,1,,10576,2014-12-17 05
10001082,347100924,1,,2825,2014-12-12 12
10001082,53616768,1,,9762,2014-12-02 12
10001082,223569678,1,,5653,2014-12-12 12
10001082,225520260,1,,6513,2014-12-12 12
10001082,62687596,1,,6000,2014-12-10 13
10001082,195429067,1,,10576,2014-11-20 21
10001082,50228869,1,,10576,2014-12-08 07
10001082,582649,1,95qobbk,12147,2014-12-17 18
10001082,117708332,1,97lk157,5176,2014-12-08 18
10001082,275221686,1,,10576,2014-12-13 14
10001082,326973863,1,,10576,2014-12-02 22
10001082,167022568,1,,10576,2014-11-20 21
10001082,327034531,1,,5894,2014-12-12 12
10001082,90957005,1,,6000,2014-12-10 13
10001082,29558680,1,95qob0m,5232,2014-12-12 11
10001082,330054146,1,,6513,2014-12-12 12
10001082,90957005,1,,6000,2014-12-10 13
10001082,362845104,1,97lk15v,5176,2014-12-08 18
10001082,148776642,1,,6255,2014-12-12 12
10001082,222375145,1,95qobv6,5503,2014-12-12 11
10001082,326973863,1,,10576,2014-12-02 22
10001082,266188611,1,,10223,2014-11-20 19
10001082,377161387,1,95qognc,1863,2014-12-15 08
10001082,110790001,1,,13230,2014-12-14 16
10001082,148581898,1,95qdun9,7229,2014-11-24 17
10001082,220586551,4,,7079,2014-12-14 03
10001082,85851739,1,,2825,2014-12-14 16
10001082,298397524,1,,10894,2014-12-12 12
10001082,151466952,1,,5232,2014-12-12 11
10001082,278017344,1,,5334,2014-12-14 03
10001082,216415944,1,,5176,2014-12-13 14
10001082,17500214,1,,6000,2014-12-10 13
10001082,200101228,1,,6513,2014-11-28 20
10001082,360052979,1,,5894,2014-12-12 12
10001082,223569678,1,,5653,2014-12-12 12
10001082,275221686,1,,10576,2014-12-13 14
10001082,216415944,1,,5176,2014-12-13 14
10001082,262470188,1,,5176,2014-12-13 14
10001082,216415944,1,,5176,2014-12-13 14
10001082,225520260,1,,6513,2014-12-12 12
10001082,85851739,1,,2825,2014-12-14 16
10001082,184299215,1,95qobsg,5232,2014-12-12 11
10001082,275221686,1,,10576,2014-12-14 16
10001082,266188611,1,,10223,2014-11-20 19
10001082,266188611,1,,10223,2014-11-20 19
10001082,323339743,1,,10894,2014-12-12 12
10001082,298397524,1,,10894,2014-12-12 12
10001082,275221686,4,,10576,2014-12-02 22
10001082,117708332,1,97lk15h,5176,2014-12-08 19
10001082,262470188,1,,5176,2014-12-13 14
10001082,275221686,1,,10576,2014-12-03 01
10001082,275221686,1,,10576,2014-12-03 01
10001082,53616768,1,,9762,2014-12-02 22
10001082,262112219,1,,9614,2014-11-22 12
10001082,165292036,1,,4370,2014-11-28 20
10001082,170596596,1,,10894,2014-12-12 11
10001082,82238041,1,,2825,2014-12-12 12
10001082,275221686,1,,10576,2014-12-08 00
10001082,212028630,1,95qobv6,5232,2014-12-12 11
10001082,282816229,1,,9666,2014-12-14 03
10001082,362845104,1,,5176,2014-12-13 14
10001082,262112219,1,,9614,2014-11-22 12
10001082,275221686,1,,10576,2014-12-13 14
10001082,275221686,1,,10576,2014-12-02 22
10001082,327034531,1,,5894,2014-12-12 12
10001082,141312432,1,,12097,2014-12-02 16
10001082,115464321,1,,6000,2014-12-10 13
10001082,6862367,1,,5894,2014-12-14 16
10001082,222375145,1,95qob1m,5503,2014-12-12 11
10001082,120438507,1,,6669,2014-12-02 15
10001082,290088061,1,,5503,2014-12-12 12
10001082,32104252,1,,6513,2014-12-12 12
10001082,73655468,1,,10576,2014-11-20 21
10001082,236453039,1,,10576,2014-12-08 07
10001082,236453039,1,,10576,2014-12-08 07
10001082,296378545,1,,6669,2014-12-02 12
10001082,65240306,1,,5232,2014-12-12 12
10001082,362845104,1,,5176,2014-12-13 14
10001082,262470188,1,,5176,2014-12-13 14
10001082,396795886,1,,2825,2014-12-12 12
10001082,62687596,1,,6000,2014-12-10 13
10001082,115464321,1,,6000,2014-12-10 13
10001082,266188611,1,,10223,2014-11-20 19
10001082,285434204,1,,5232,2014-12-12 11
10001082,266188611,1,,10223,2014-11-21 10
10001082,29558680,1,95qobsg,5232,2014-12-12 11
10001082,45258196,1,,5894,2014-12-12 12
10001082,51504729,1,,2825,2014-11-28 20
10001082,82238041,1,,2825,2014-12-12 12
10001082,275221686,1,,10576,2014-12-17 05
10001082,320768911,1,,2825,2014-11-28 20
10001082,275221686,1,95qogn9,10576,2014-12-07 23
10001082,275221686,1,95qogns,10576,2014-12-15 08
10001082,275221686,1,,10576,2014-12-02 22
10001082,275221686,1,,10576,2014-12-02 22
10001082,275221686,1,,10576,2014-12-08 00
10001082,345696502,1,,5027,2014-12-14 16
10001082,266188611,1,,10223,2014-11-21 10
10001082,232845457,1,,6000,2014-12-10 13
10001082,357831551,1,95qobsa,5232,2014-12-12 11
10001082,120438507,1,,6669,2014-12-02 12
10001082,120438507,1,,6669,2014-12-02 12
10001082,275221686,1,,10576,2014-12-13 14
10001082,275221686,1,95qog2h,10576,2014-12-07 23
10001082,141312432,4,,12097,2014-12-02 16
10001082,282931871,1,,6000,2014-12-10 13
10001082,360052979,1,,5894,2014-12-12 12
10001082,260610400,1,,6513,2014-12-12 12
10001082,330054146,1,,6513,2014-12-12 12
10001082,19329827,1,,12097,2014-12-02 15
10001082,288179656,1,,10576,2014-12-02 22
10001082,275221686,1,,10576,2014-12-13 14
10001082,140348952,1,,5232,2014-12-12 12
10001082,265860266,1,,9614,2014-11-22 12
10001082,275221686,1,95qog20,10576,2014-12-15 08
10001082,85851739,1,,2825,2014-12-14 16
10001082,140348952,1,,5232,2014-12-12 12
10001082,117708332,1,97lk15o,5176,2014-12-08 19
10001082,17500214,1,,6000,2014-12-10 13
10001082,232845457,1,,6000,2014-12-10 13
10001082,330054146,1,,6513,2014-12-12 12
10001082,390967964,1,,9762,2014-12-02 15
10001082,22667958,1,95qog7e,10523,2014-12-15 08
10001082,336390925,1,,2825,2014-12-14 16
10001082,308491389,1,,5176,2014-12-13 14
10001082,195429067,1,,10576,2014-11-20 21
10001082,350227769,1,,9762,2014-12-02 12
10001082,220586551,1,,7079,2014-12-14 03
10001082,220586551,1,,7079,2014-12-14 03
10001082,53616768,1,,9762,2014-12-02 22
10001082,260610400,1,,6513,2014-12-12 12
10001082,22667958,1,95qog20,10523,2014-12-15 08
10001082,377161387,1,95qognr,1863,2014-12-15 08
10001082,53616768,1,,9762,2014-12-02 15
10001082,323339743,1,,10894,2014-12-12 12
10001082,275221686,1,,10576,2014-12-03 01
10001082,275221686,1,95qog7o,10576,2014-12-07 23
10001082,45258196,1,,5894,2014-12-12 12
10001082,302705570,1,,10894,2014-12-12 12
10001082,82238041,1,,2825,2014-12-12 12
10001082,188586750,1,95qobcf,12147,2014-12-17 18
10001082,399970059,1,,5027,2014-12-14 16
10001082,302705570,1,,10894,2014-12-12 12
10001082,320768911,1,,2825,2014-11-28 20
10001082,175913774,1,,5232,2014-12-12 11
10001082,296378545,1,,6669,2014-12-02 12
10001082,140348952,1,,5232,2014-12-12 12
10001082,21836842,1,,10576,2014-11-20 21
10001082,251461861,1,,5176,2014-12-13 14
10001082,262470188,1,97lk15n,5176,2014-12-08 18
10001082,217271315,1,,6000,2014-12-10 13
10001082,336390925,1,,2825,2014-12-14 16
10001082,336390925,1,,2825,2014-12-14 16
10001082,29558680,1,95qobv6,5232,2014-12-12 11
10001082,336123896,1,,5232,2014-12-12 11
10001082,148776642,1,,6255,2014-12-12 12
10001082,4850770,1,95qobtt,2825,2014-12-12 11
10001082,32104252,1,,6513,2014-12-12 12
10001082,115464321,1,,6000,2014-12-10 13
10001082,275221686,1,,10576,2014-12-13 14
10001082,275221686,1,,10576,2014-12-14 16
10001082,275221686,1,,10576,2014-12-13 14
10001082,195429067,1,,10576,2014-11-20 21
10001082,275221686,1,,10576,2014-12-08 00
10001082,282931871,1,,6000,2014-12-10 13
10001082,396795886,1,,2825,2014-12-12 12
10001082,347100924,1,,2825,2014-12-12 12
10001082,184299215,1,95qobu1,5232,2014-12-12 11
10001082,117708332,1,97lk14l,5176,2014-12-08 18
10001082,45258196,1,,5894,2014-12-12 12
10001082,184299215,1,95qob1l,5232,2014-12-12 11
10001082,4850770,1,95qob1w,2825,2014-12-12 11
10001082,360052979,1,,5894,2014-12-12 12
10001082,222605647,1,,5176,2014-12-13 14
10001082,85851739,1,,2825,2014-12-14 16
100029775,228754898,1,,13041,2014-11-21 16
100029775,287413918,4,,5689,2014-12-13 00
100029775,8679034,1,,3783,2014-11-21 19
100029775,372383844,1,,8874,2014-11-21 16
100029775,381631006,1,,1863,2014-12-03 15
100029775,332750651,1,,6054,2014-12-03 16
100029775,247380548,1,9t4qcck,10223,2014-12-18 13
100029775,402741154,1,,1863,2014-11-30 21
100029775,243466972,1,,3673,2014-12-01 23
100029775,99115400,1,,1863,2014-12-03 16
100029775,61251128,1,9t4qccd,5894,2014-12-17 17
100029775,334897404,1,9t4qc3f,10223,2014-12-12 10
100029775,25884323,1,,231,2014-11-20 10
100029775,200480861,1,,1863,2014-12-03 18
100029775,252286076,1,,1863,2014-12-03 15
100029775,252286076,1,,1863,2014-12-04 22
100029775,50365355,1,,14079,2014-12-12 11
100029775,104599592,1,,10314,2014-12-12 16
100029775,261470843,1,,3673,2014-12-01 23
100029775,214252945,1,,10392,2014-11-27 15
100029775,216532638,1,,4953,2014-12-07 00
100029775,247380548,2,9t4qc3g,10223,2014-12-18 13
100029775,369442037,1,,11623,2014-12-12 16
100029775,199125599,1,,1863,2014-12-03 15
100029775,297779603,1,,740,2014-12-03 16
100029775,211143155,1,,1863,2014-12-03 23
100029775,238681741,1,,3673,2014-11-29 12
100029775,80033468,1,,1863,2014-12-03 23
100029775,154764599,1,,1863,2014-12-03 16
100029775,46228183,1,,10894,2014-12-03 23
100029775,56574541,1,,6689,2014-12-16 12
100029775,128989040,1,9t4qc37,5232,2014-12-17 17
100029775,128989040,1,9t4qcc1,5232,2014-12-17 17
100029775,128989040,2,9t4qcbq,5232,2014-12-17 17
100029775,216532638,1,,4953,2014-12-07 00
100029775,244339393,1,,10314,2014-12-12 11
100029775,118033464,1,,4120,2014-11-27 15
100029775,155889263,1,9t4qcch,1863,2014-12-15 15
100029775,17988661,1,,8528,2014-12-15 13
100029775,205264014,1,9t4qccb,1863,2014-12-18 13
100029775,165528313,1,,1863,2014-12-07 00
100029775,67429074,1,,1863,2014-12-03 16
100029775,80940727,1,,756,2014-12-01 22
100029775,238681741,1,,3673,2014-11-30 21
100029775,238681741,1,,3673,2014-11-29 12
100029775,339327091,1,,3673,2014-12-07 00
100029775,287413918,1,,5689,2014-12-13 00
100029775,32720344,1,9t4qcb6,1863,2014-12-15 15
100029775,214252945,1,,10392,2014-12-03 10
100029775,211143155,2,9t4qc3t,1863,2014-12-12 11
100029775,391300822,1,,4999,2014-11-18 01
100029775,80155387,1,,1863,2014-12-03 15
100029775,67085340,1,,11623,2014-12-07 00
100029775,67085340,1,,11623,2014-12-07 00
100029775,214252945,1,,10392,2014-12-01 19
100029775,384465405,1,,740,2014-12-03 16
100029775,365505232,1,,10223,2014-11-27 15
100029775,326201591,1,,9559,2014-12-12 15
